Date,Name,Year,Letterboxd URI
2025-06-22,Porto das Caixas,1963,https://boxd.it/5S88
2025-06-23,In the Heat of the Night,1967,https://boxd.it/1VLY
2025-06-24,Mandinga de Gorila,2024,https://boxd.it/PF9a
2025-06-24,Não Olhe Para Mim,2024,https://boxd.it/PQfS
2025-06-25,Obsession,1976,https://boxd.it/23QM
2025-06-27,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq
2025-06-30,City of the Living Dead,1980,https://boxd.it/1wMs
2025-06-30,Rabid Dogs,1974,https://boxd.it/232W
2025-06-30,Civil War,2024,https://boxd.it/z1jW
2025-07-01,White Heat,1949,https://boxd.it/1Lw0
2025-07-04,Umberto D.,1952,https://boxd.it/29vg
2025-07-07,Dawn of the Dead,1978,https://boxd.it/29gU
2025-07-07,Persona,1966,https://boxd.it/29B4
2025-07-07,The Gospel According to St. Matthew,1964,https://boxd.it/1y7c
2025-07-08,Talk to Her,2002,https://boxd.it/2beG
2025-07-09,Targets,1968,https://boxd.it/1Fbq
2025-07-11,Queen & Slim,2019,https://boxd.it/jy4y
2025-07-13,The Devils,1971,https://boxd.it/1inI
2025-07-14,Same Old West,2024,https://boxd.it/OapE
2025-07-14,Cidade; Campo,2024,https://boxd.it/s6sK
2025-07-14,The Murdered House,1971,https://boxd.it/5iXu
2025-07-14,The Big City,1966,https://boxd.it/5wla
2025-07-15,Outrage,1950,https://boxd.it/2vFW
2025-07-16,The Devil Queen,1974,https://boxd.it/7Haw
2025-07-17,Malu,2024,https://boxd.it/K5d6
2025-07-19,Dirty Mary Crazy Larry,1974,https://boxd.it/1FRw
2025-07-21,Harry Dean Stanton: Partly Fiction,2012,https://boxd.it/4fVo
2025-07-26,Men and Women,1964,https://boxd.it/5T8e
2025-07-28,God Told Me To,1976,https://boxd.it/1iN2
2025-07-30,Excitation,1977,https://boxd.it/5SPG
2025-08-01,Captains of the Sands,2011,https://boxd.it/2Xvq
2025-08-04,The Roaring Twenties,1939,https://boxd.it/17J4
2025-08-06,Bram Stoker's Dracula,1992,https://boxd.it/223a
2025-08-08,Angel's Egg,1985,https://boxd.it/1LeA
2025-08-11,Blacula,1972,https://boxd.it/1l3m
2025-08-13,The Searchers,1956,https://boxd.it/25HC
2025-08-18,That Most Important Thing: Love,1975,https://boxd.it/25mk
2025-08-22,Coffy,1973,https://boxd.it/1Bao
2025-08-24,Beau Travail,1999,https://boxd.it/1NI8
2025-08-25,Stranger on the Prowl,1952,https://boxd.it/2BGQ
2025-08-29,Pulse,2001,https://boxd.it/1s3y
2025-09-01,Spellbound,1945,https://boxd.it/24Ji
2025-09-01,Manhunter,1986,https://boxd.it/1TOw
2025-09-07,Battleship Potemkin,1925,https://boxd.it/29Vo
2025-09-08,Superman,2025,https://boxd.it/E9IU
2025-09-11,A Man Escaped,1956,https://boxd.it/1MzY
2025-09-11,Au Hasard Balthazar,1966,https://boxd.it/1E3g
2025-09-11,L'Argent,1983,https://boxd.it/XIg
2025-09-14,Four Nights of a Dreamer,1971,https://boxd.it/qRa
2025-09-15,Diary of a Country Priest,1951,https://boxd.it/UDC
2025-09-17,"The Devil, Probably",1977,https://boxd.it/1hJe
2025-09-17,Mouchette,1967,https://boxd.it/28Bs
2025-09-18,The Trial of Joan of Arc,1962,https://boxd.it/HGe
2025-09-21,They Don't Wear Black Tie,1981,https://boxd.it/66nQ
2025-09-23,Rushmore,1998,https://boxd.it/1TAO
2025-09-24,Lancelot of the Lake,1974,https://boxd.it/qR0
2025-09-25,The Getaway,1972,https://boxd.it/22lS
2025-09-27,The Little Prince,2015,https://boxd.it/9WbS
2025-09-29,Elite Squad: The Enemy Within,2010,https://boxd.it/Jx4
2025-10-01,Thunderbolt and Lightfoot,1974,https://boxd.it/20jK
2025-10-01,Year of the Dragon,1985,https://boxd.it/1UQy
2025-10-02,Desperate Hours,1990,https://boxd.it/1iyQ
2025-10-03,Angels of Sin,1943,https://boxd.it/qSW
2025-10-03,The Deer Hunter,1978,https://boxd.it/1T6O
2025-10-04,Viva Zapata!,1952,https://boxd.it/286O
2025-10-05,Spontaneous Combustion,1989,https://boxd.it/14fK
2025-10-06,A Fistful of Dollars,1964,https://boxd.it/2auo
2025-10-09,Vagabond,1985,https://boxd.it/T0u
2025-10-10,A Gentle Woman,1969,https://boxd.it/qSM
2025-10-11,Seconds,1966,https://boxd.it/1Dbe
2025-10-12,The Silence of Others,2018,https://boxd.it/i4Z8
2025-10-13,The Priest and the Girl,1966,https://boxd.it/3WXK
2025-10-15,Strawberry and Chocolate,1993,https://boxd.it/1RMS
2025-10-16,The Assailant,2009,https://boxd.it/1yHa
2025-10-16,Lessons of Darkness,1992,https://boxd.it/x7I
2025-10-17,Yella,2007,https://boxd.it/25SU
2025-10-25,Daguerréotypes,1975,https://boxd.it/FxY
2025-10-25,The Woman Who Invented Love,1980,https://boxd.it/5Sl2
2025-10-26,The Bloody Exorcism of Coffin Joe,1974,https://boxd.it/4bha
2025-10-27,The Mighty Spirit,1999,https://boxd.it/6Lii
2025-10-28,Saint Bernard,1972,https://boxd.it/7r2m
2025-10-31,"Woman, Woman",1979,https://boxd.it/5SQk
2025-11-03,Mulholland Drive,2001,https://boxd.it/297o
2025-11-28,A House of Dynamite,2025,https://boxd.it/NcXc
2025-11-28,One Battle After Another,2025,https://boxd.it/DUHM
2025-12-04,Until Sbornia Do Us Part,2013,https://boxd.it/6MU8
2025-12-10,Tropical Paths,1977,https://boxd.it/7BxE
2025-12-10,Cat Skin,1962,https://boxd.it/7Cva
2025-12-10,The Poet of the Castle,1959,https://boxd.it/7Cvu
2025-12-10,Improvised and Purposeful: Cinema Novo,1967,https://boxd.it/apym
2025-12-15,Dark City,1998,https://boxd.it/26uk
2025-12-17,The Blue Trail,2025,https://boxd.it/IrKi
2025-12-25,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape
2025-12-26,Burst City,1982,https://boxd.it/12s8
2026-01-05,Sans Soleil,1983,https://boxd.it/28B8
2026-01-05,Downtown '81,2000,https://boxd.it/1tCk
2026-01-08,The Incredible Shrinking Man,1957,https://boxd.it/1ixS
2026-01-10,Jaws,1975,https://boxd.it/2a5e
2026-01-11,The Long Walk,2025,https://boxd.it/mic8
2026-01-12,Bugonia,2025,https://boxd.it/qeWY
2026-01-12,No Other Choice,2025,https://boxd.it/nKiA
2026-01-13,On the Beach at Night Alone,2017,https://boxd.it/fqEK
